University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,Latitude,Longitude
601–800,University of Babylon,Iraq,"26,449",12.7,0%,54:46:00,34.0–39.2,18.0,7.8,85.0,37.0,21.6,32.3939,44.3981
601–800,Bahçeşehir University,Turkey,"17,813",47.2,18%,49:51:00,34.0–39.2,19.3,20.9,62.3,51.9,49.5,41.0422,29.0093
601–800,Bahria University,Pakistan,"19,573",22.2,1%,44:56:00,34.0–39.2,13.6,9.1,79.7,37.4,43.7,33.7156,73.0288
601–800,Banaras Hindu University,India,"13,900",8.7,3%,38 : 62,34.0–39.2,38.8,16.9,66.0,37.0,20.1,25.2677,82.9913
601–800,University of Bari Aldo Moro,Italy,"29,905",21.6,2%,62:38:00,34.0–39.2,16.6,22.8,72.5,38.9,33.6,41.1206,16.8685
601–800,Bar-Ilan University,Israel,"17,255",17.3,4%,61:39:00,34.0–39.2,30.5,34.0,42.0,49.4,50.3,32.0692,34.8431
601–800,Baylor University,United States,"19,700",17.7,7%,55:45:00,34.0–39.2,33.7,18.3,52.4,37.4,29.3,31.5501,-97.1135
601–800,Beirut Arab University,Lebanon,"5,698",12.0,18%,45:55:00,34.0–39.2,33.6,16.4,56.1,37.0,83.9,33.8728,35.497
601–800,Ben-Gurion University of the Negev,Israel,"16,468",20.4,2%,52:48:00,34.0–39.2,30.3,31.1,43.4,42.8,37.0,31.2614,34.7996
601–800,Benha University,Egypt,"110,645",32.5,3%,42:58:00,34.0–39.2,16.5,8.6,77.0,37.8,45.1,30.4713,31.1817
601–800,Université Bourgogne Franche-Comté (UBFC),France,"67,049",37.3,11%,56:44:00,34.0–39.2,19.6,18.3,69.7,40.7,55.4,47.2484,5.9912
601–800,Ca’ Foscari University of Venice,Italy,"18,231",38.3,10%,64:36:00,34.0–39.2,34.4,32.3,34.3,44.6,60.8,45.4345,12.3264
601–800,University of Camerino (Unicam),Italy,"8,129",27.9,10%,46:54:00,34.0–39.2,20.9,15.8,61.4,44.7,49.3,,
601–800,University of Canterbury,,"15,245",18.4,22%,51:49:00,34.0–39.2,25.2,27.5,45.3,39.7,92.0,-43.5225,172.5794
601–800,Capital Medical University,China,"15,254",4.9,5%,62:38:00,34.0–39.2,30.4,18.3,65.8,37.3,22.8,39.8652,116.3529
601–800,Carleton University,Canada,"28,760",29.7,22%,49:51:00,34.0–39.2,21.5,30.5,50.4,43.0,72.2,45.3876,-75.696
601–800,University of Central Florida,United States,"62,248",36.1,5%,56:44:00,34.0–39.2,26.1,29.5,60.1,46.0,34.4,28.6024,-81.2001
601–800,Central Queensland University,,"15,453",20.7,26%,58:42:00,34.0–39.2,19.4,19.6,66.5,40.3,61.7,-23.3265,150.5189
601–800,Chongqing University,,"40,696",19.9,3%,,34.0–39.2,27.8,33.2,52.8,85.2,24.8,29.5649,106.4681
601–800,Chung-Ang University,South Korea,"18,101",22.7,22%,,34.0–39.2,37.3,38.3,29.2,78.6,56.1,37.5051,126.9571
601–800,Clark University,United States,"3,273",11.6,25%,59:41:00,34.0–39.2,24.9,20.7,64.9,36.9,58.4,42.252,-71.8245
601–800,University of Coimbra,Portugal,"21,429",18.0,19%,58:42:00,34.0–39.2,25.1,35.2,40.4,49.8,59.5,40.2076,-8.4261
601–800,University of Colombo,Sri Lanka,"31,792",31.9,0%,58:42:00,34.0–39.2,28.9,9.6,74.5,37.0,37.0,,
601–800,COMSATS University Islamabad,Pakistan,"33,465",14.8,2%,42:58:00,34.0–39.2,17.1,14.7,78.2,37.0,46.8,33.6518,73.1566
601–800,Concordia University,Canada,"35,592",33.5,34%,50:50:00,34.0–39.2,22.6,27.4,46.4,39.2,85.6,45.4948,-73.5779
601–800,University of Córdoba,Spain,"16,847",13.5,10%,56:44:00,34.0–39.2,22.7,21.2,56.0,39.4,47.5,-31.4355,-64.1858
601–800,University of Costa Rica,Costa Rica,"31,545",13.4,2%,53:47:00,34.0–39.2,18.2,9.0,71.2,36.9,48.1,9.9502,-84.0407
601–800,Covenant University,,"8,362",15.5,1%,40 : 60,34.0–39.2,22.1,24.8,59.4,44.3,46.0,6.6726,3.1612
601–800,Cyprus University of Technology,Cyprus,"3,280",16.9,14%,56:44:00,34.0–39.2,23.7,16.7,53.9,38.9,78.6,34.6751,33.0442
601–800,Dalian University of Technology,China,"38,465",15.0,3%,,34.0–39.2,28.6,29.6,46.1,73.0,31.9,38.8804,121.529
601–800,Delhi Technological University,India,"11,196",22.3,3%,0.970833333,34.0–39.2,17.8,17.0,80.1,42.5,17.3,28.7495,77.1184
601–800,De Montfort University,United Kingdom,"24,490",20.2,38%,54:46:00,34.0–39.2,17.0,14.8,59.3,37.0,89.6,52.6298,-1.1399
601–800,University of Derby,United Kingdom,"15,525",14.6,18%,59:41:00,34.0–39.2,16.5,12.0,66.5,37.4,70.2,52.9379,-1.4972
601–800,University of Desarrollo,Chile,"15,933",15.9,3%,56:44:00,34.0–39.2,15.0,10.1,73.8,39.6,50.6,-36.8214,-73.0366
601–800,University of Dhaka,Bangladesh,"211,424",16.1,3%,48:52:00,34.0–39.2,15.2,8.6,85.9,37.3,43.1,23.7339,90.3929
601–800,Dow University of Health Sciences,Pakistan,"7,249",6.8,3%,76:24:00,34.0–39.2,20.8,8.2,74.0,37.2,35.8,24.8577,67.0109
601–800,University of Eastern Finland,Finland,"11,898",18.2,5%,66:34:00,34.0–39.2,24.8,29.1,58.3,40.0,50.5,62.8917,27.6354
601–800,Universidade Eduardo Mondlane,Mozambique,"45,256",26.1,0%,39 : 61,34.0–39.2,12.1,8.4,89.4,36.9,48.7,-25.9521,32.6036
601–800,"University of Engineering and Technology, Taxila",Pakistan,"5,290",19.3,2%,0.806944444,34.0–39.2,15.1,12.5,88.9,37.2,42.7,33.7665,72.8232
601–800,ENSTA Bretagne,France,830,8.1,5%,24 : 76,34.0–39.2,26.3,23.3,48.7,64.7,49.5,48.4191,-4.4721
601–800,Eötvös Loránd University,,"30,190",17.5,9%,62:38:00,34.0–39.2,32.9,18.2,49.6,37.2,52.1,47.4906,19.0585
601–800,Fayoum University,Egypt,"44,786",16.8,0%,62:38:00,34.0–39.2,15.3,10.4,79.7,40.2,42.4,29.3198,30.8356
601–800,Universidade Federal do Rio Grande do Sul,Brazil,"39,169",14.1,1%,52:48:00,34.0–39.2,32.1,21.9,50.8,39.8,28.7,-30.034,-51.219
601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,"18,877",10.3,1%,59:41:00,34.0–39.2,29.6,21.4,55.4,37.3,30.5,-23.5916,-46.649
601–800,Federation University Australia,,"11,684",22.2,52%,55:45:00,34.0–39.2,18.6,15.8,70.5,41.1,81.2,-37.6264,143.8911
601–800,Gabriele d‘Annunzio University,Italy,"23,416",32.4,2%,64:36:00,34.0–39.2,15.1,18.9,72.9,37.8,38.4,42.4682,14.212
601–800,University of Georgia,United States,"37,465",13.2,7%,58:42:00,34.0–39.2,39.5,25.8,52.8,39.2,37.6,33.9567,-83.3752
601–800,Glasgow Caledonian University,United Kingdom,"14,270",23.6,19%,57:43:00,34.0–39.2,18.4,13.8,65.4,37.4,69.0,55.8668,-4.25
601–800,University of Granada,Spain,"54,619",14.5,10%,60:40:00,34.0–39.2,23.2,28.8,50.5,37.2,50.2,37.1839,-3.6004
601–800,Graphic Era University,,"7,823",14.3,1%,42:58:00,34.0–39.2,25.0,9.0,83.1,41.6,25.5,30.2686,77.9948
601–800,University of Graz,Austria,"12,531",12.4,17%,66:34:00,34.0–39.2,25.2,19.3,59.3,38.2,81.7,47.0776,15.4495
601–800,Graz University of Technology,Austria,"6,353",8.6,23%,25 : 75,34.0–39.2,32.0,20.3,42.5,63.1,83.6,47.0694,15.4504
601–800,Guangzhou University,China,"36,701",19.4,0%,64:36:00,34.0–39.2,16.1,14.3,76.9,41.5,28.9,,
601–800,Guangzhou Medical University,China,"12,891",1.7,2%,56:44:00,34.0–39.2,22.2,8.3,87.6,38.2,24.2,23.1329,113.2554
601–800,Hacettepe University,Turkey,"38,444",20.1,3%,56:44:00,34.0–39.2,29.0,26.1,51.9,89.1,25.7,,
601–800,University of Haifa,Israel,"17,353",17.7,3%,66:34:00,34.0–39.2,21.5,29.1,66.4,38.1,36.1,32.7614,35.0195
601–800,Hamburg University of Technology,Germany,"4,668",28.9,23%,28 : 72,34.0–39.2,36.1,23.9,42.5,88.1,56.9,53.4612,9.9696
601–800,Hazara University Mansehra,Pakistan,"12,145",26.5,0%,26 : 74,34.0–39.2,17.4,10.1,82.0,37.0,44.3,34.4211,73.2502
601–800,University of Hertfordshire,United Kingdom,"18,780",15.5,38%,54:46:00,34.0–39.2,17.7,13.2,58.1,37.3,86.1,,
601–800,University of Houston,United States,"46,958",27.0,7%,52:48:00,34.0–39.2,34.9,28.0,48.8,42.5,43.2,29.7199,-95.3422
601–800,University of Huddersfield,United Kingdom,"14,410",19.9,26%,58:42:00,34.0–39.2,23.2,23.7,49.8,39.7,82.8,53.6428,-1.7781
601–800,Icesi University,Colombia,"6,279",8.0,2%,53:47:00,34.0–39.2,19.1,9.1,86.0,37.4,37.3,3.3419,-76.5306
601–800,Ilam University of Medical Sciences,Iran,"2,687",13.0,4%,53:47:00,34.0–39.2,26.1,10.7,85.1,38.5,20.8,33.6656,46.3883
601–800,Imam Abdulrahman Bin Faisal University,Saudi Arabia,"22,059",8.7,4%,90:10:00,34.0–39.2,22.1,9.9,64.0,37.5,72.9,26.3928,50.1926
601–800,Indian Institute of Technology Indore,India,"2,001",11.7,0%,0.970833333,34.0–39.2,32.8,23.7,61.8,39.1,24.9,22.5204,75.9207
601–800,Indraprastha Institute of Information Technology Delhi,India,"2,399",23.1,2%,1.011805556,34.0–39.2,21.5,17.5,69.6,78.9,33.8,28.5459,77.2732
601–800,"International Islamic University, Islamabad",Pakistan,"25,221",25.1,7%,53:47:00,34.0–39.2,17.2,10.8,80.7,36.9,52.2,33.6593,73.0238
601–800,Iran University of Medical Sciences,Iran,"8,840",8.3,5%,57:43:00,34.0–39.2,46.0,14.9,56.1,41.7,27.1,,
601–800,Istanbul Technical University,Turkey,"18,562",24.2,15%,37 : 63,34.0–39.2,31.9,35.5,29.1,100.0,42.6,41.1056,29.0253
601–800,Jagiellonian University,Poland,"34,725",9.6,11%,67:33:00,34.0–39.2,31.3,25.3,56.7,37.6,40.9,50.0611,19.9329
601–800,Jamia Hamdard University,India,"9,636",20.0,3%,45:55:00,34.0–39.2,18.9,12.6,73.3,40.5,31.3,28.5155,77.2505
601–800,Jawaharlal Nehru University,India,"8,840",14.2,2%,46:54:00,34.0–39.2,44.1,23.5,38.3,37.9,19.5,28.5398,77.1664
601–800,Jiangsu University,China,"35,687",9.5,6%,42:58:00,34.0–39.2,21.0,12.5,66.5,58.8,44.4,,
601–800,Jinan University,China,"41,858",16.6,27%,56:44:00,34.0–39.2,21.6,20.2,57.1,45.0,52.9,23.1281,113.3477
601–800,University of Johannesburg,,"29,167",25.1,15%,55:45:00,34.0–39.2,24.7,33.4,35.8,45.5,74.9,,
601–800,Jönköping University,Sweden,"6,762",13.0,14%,60:40:00,34.0–39.2,18.6,18.3,58.9,38.1,65.5,,
601–800,The University of Jordan,Jordan,"30,380",13.4,13%,66:34:00,34.0–39.2,24.8,12.4,60.9,40.8,59.9,32.0161,35.8695
601–800,Jouf University,Saudi Arabia,"19,826",9.8,3%,60:40:00,34.0–39.2,27.3,17.7,47.7,38.4,75.0,29.7907,40.045
601–800,University of Kaiserslautern,Germany,"8,572",28.8,22%,35 : 65,34.0–39.2,37.5,26.7,32.2,62.5,54.9,49.4254,7.7553
601–800,Kalasalingam Academy of Research and Education,India,"7,365",8.8,3%,55:45:00,34.0–39.2,22.3,9.3,82.3,39.3,23.3,,
601–800,Kansai Medical University,Japan,"1,086",1.3,2%,52:48:00,34.0–39.2,27.6,8.5,82.6,38.1,18.2,34.8175,135.6452
601–800,University of Kashan,Iran,"8,190",27.2,3%,54:46:00,34.0–39.2,21.4,19.2,76.3,38.4,22.8,34.0136,51.3661
601–800,Universiti Kebangsaan Malaysia,Malaysia,"16,873",10.1,14%,58:42:00,34.0–39.2,37.6,23.9,47.1,40.1,65.7,2.929,101.7801
601–800,KIIT University,,"24,796",12.3,9%,49:51:00,34.0–39.2,30.3,13.6,67.5,69.5,28.0,20.3555,85.8161
601–800,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,"7,870",11.3,1%,50:50:00,34.0–39.2,34.8,13.9,50.1,42.9,62.9,24.7546,46.8571
601–800,Konkuk University,South Korea,"13,375",26.2,14%,49:51:00,34.0–39.2,30.6,37.8,30.5,45.8,42.1,37.5408,127.0793
601–800,Kore University of Enna,Italy,"5,053",14.5,1%,68:32:00,34.0–39.2,16.7,12.1,86.3,37.9,37.7,37.5593,14.2939
601–800,University of Kurdistan,Iran,"12,924",34.6,5%,53:47:00,34.0–39.2,14.7,14.4,74.2,41.8,30.9,36.1812,44.0069
601–800,Lahore University of Management Sciences,Pakistan,"4,499",13.8,1%,42:58:00,34.0–39.2,21.5,15.7,64.5,38.8,47.2,31.4707,74.4098
601–800,Lehigh University,United States,"6,459",11.1,18%,46:54:00,34.0–39.2,28.3,21.4,52.3,39.3,65.2,40.6049,-75.3775
601–800,University of Limerick,,"14,733",25.1,20%,50:50:00,34.0–39.2,24.2,30.3,50.8,40.7,83.0,52.6736,-8.5724
601–800,London South Bank University,United Kingdom,"13,050",16.8,35%,56:44:00,34.0–39.2,18.0,12.1,63.5,37.5,87.7,51.4981,-0.1024
601–800,University of Lorraine,France,"61,210",20.2,17%,53:47:00,34.0–39.2,23.2,17.8,54.6,39.7,64.7,48.6962,6.1765
601–800,Louisiana State University,United States,"29,191",18.2,5%,54:46:00,34.0–39.2,34.8,21.4,47.0,38.2,39.9,30.4133,-91.18
601–800,Lviv Polytechnic National University,Ukraine,"21,367",10.5,1%,42:58:00,34.0–39.2,19.4,10.7,53.7,38.0,25.3,49.8356,24.0144
601–800,Maharishi Markandeshwar University (MMU),,"9,053",13.3,10%,43:57:00,34.0–39.2,19.9,8.2,76.8,37.3,26.6,30.2753,77.0476
601–800,Majmaah University,Saudi Arabia,"20,844",14.2,2%,46:54:00,34.0–39.2,16.0,8.5,71.4,37.0,72.6,25.8645,45.4167
601–800,University of Malakand,Pakistan,"7,757",27.1,1%,29 : 71,34.0–39.2,17.0,11.4,79.3,37.5,44.8,34.6686,72.0603
601–800,Manchester Metropolitan University,United Kingdom,"29,195",15.9,19%,58:42:00,34.0–39.2,19.1,17.4,69.1,37.4,73.8,53.4703,-2.2393
601–800,Mansoura University,Egypt,"161,977",47.5,3%,52:48:00,34.0–39.2,20.7,11.5,80.6,43.7,48.9,31.0449,31.3537
601–800,Marche Polytechnic University,Italy,"10,544",22.4,5%,46:54:00,34.0–39.2,20.4,22.3,73.1,45.4,33.9,43.6174,13.514
601–800,"University of Maryland, Baltimore County",United States,"11,456",16.8,8%,46:54:00,34.0–39.2,23.0,22.2,58.4,37.9,37.7,39.2554,-76.7107
601–800,Mashhad University of Medical Sciences,Iran,"9,148",9.7,4%,58:42:00,34.0–39.2,29.3,13.5,60.9,37.0,26.2,36.2815,59.5373
601–800,Massey University,New Zealand,"17,534",16.1,29%,64:36:00,34.0–39.2,24.3,25.8,39.7,43.8,92.9,,
601–800,Medical University of Lodz,Poland,"10,294",8.6,10%,70:30:00,34.0–39.2,20.7,9.7,80.1,37.1,30.4,51.7699,19.4541
601–800,Memorial University of Newfoundland,,"16,098",14.9,21%,56:44:00,34.0–39.2,23.3,22.7,47.6,72.1,81.2,47.5741,-52.7354
601–800,Minia University,Egypt,"75,566",17.9,1%,54:46:00,34.0–39.2,15.9,8.5,74.9,37.1,46.2,28.1229,30.7347
601–800,Mizzou - University of Missouri,United States,"25,113",11.8,4%,55:45:00,34.0–39.2,34.8,25.3,52.1,40.2,44.7,38.9404,-92.3277
601–800,University of Mohaghegh Ardabili,Iran,"11,435",28.7,0%,56:44:00,34.0–39.2,20.9,11.1,75.1,37.2,27.5,38.2105,48.2961
601–800,University of Nairobi,Kenya,"52,678",34.5,2%,24 : 76,34.0–39.2,13.2,8.8,86.9,36.9,47.3,,
601–800,University of Namibia,Namibia,"29,369",21.8,3%,64:36:00,34.0–39.2,13.3,8.0,90.3,36.9,64.2,,
601–800,Nanjing Agricultural University,China,"28,184",17.0,2%,,34.0–39.2,20.5,24.1,59.5,47.5,24.9,32.0334,118.8426
601–800,Nantes Université,France,"36,281",24.0,11%,55:45:00,34.0–39.2,27.3,24.4,62.0,42.0,51.9,47.2096,-1.556
601–800,National Cheng Kung University (NCKU),,"20,080",15.1,12%,37 : 63,34.0–39.2,31.9,39.9,25.2,100.0,38.7,22.9968,120.2169
601–800,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,"8,906",17.9,18%,30 : 70,34.0–39.2,26.8,35.9,41.6,65.9,53.7,25.0133,121.5406
601–800,National Institute of Technology Silchar,India,"3,900",13.9,3%,0.929861111,34.0–39.2,28.4,16.0,61.3,38.0,17.7,24.7577,92.7923
601–800,National Yunlin University of Science and Technology,Taiwan,"9,135",21.8,6%,43:57:00,34.0–39.2,19.6,27.1,57.1,93.3,34.3,23.696,120.5341
601–800,Near East University,Northern Cyprus,"20,103",24.5,83%,43:57:00,34.0–39.2,20.7,17.4,57.6,78.5,95.7,35.2267,33.3264
601–800,"University of Nevada, Las Vegas",United States,"26,730",23.2,4%,57:43:00,34.0–39.2,31.8,24.6,50.7,37.3,31.0,36.1075,-115.1435
601–800,University of New Brunswick UNB,Canada,"8,661",14.7,15%,51:49:00,34.0–39.2,20.5,21.3,52.4,38.4,74.8,,
601–800,New Jersey Institute of Technology,United States,"9,757",14.6,24%,27 : 73,34.0–39.2,20.5,20.6,60.6,40.1,85.2,40.7424,-74.1784
601–800,University of North Carolina at Charlotte,United States,"27,579",20.5,5%,49:51:00,34.0–39.2,20.2,19.3,71.7,39.4,31.6,35.3071,-80.7352
601–800,North South University,Bangladesh,"24,760",30.9,0%,42:58:00,34.0–39.2,12.7,9.3,87.8,36.9,34.8,23.8151,90.4256
601–800,North-West University,South Africa,"40,095",24.3,3%,61:39:00,34.0–39.2,20.4,18.5,67.3,40.4,50.8,-26.6906,27.0929
601–800,Norwegian University of Life Sciences,Norway,"6,786",7.6,12%,57:43:00,34.0–39.2,25.0,13.3,61.8,41.0,72.3,59.6685,10.762
601–800,NOVA University of Lisbon,Portugal,"20,996",17.8,23%,51:49:00,34.0–39.2,23.7,31.1,42.4,54.5,64.2,38.7338,-9.1603
601–800,"University of Occupational and Environmental Health, Japan",Japan,"1,157",2.5,2%,52:48:00,34.0–39.2,27.1,10.8,78.6,42.1,20.3,33.8779,130.7138
601–800,Oklahoma State University,United States,"21,250",14.0,6%,51:49:00,34.0–39.2,29.7,20.5,53.8,39.6,45.7,36.127,-97.0737
601–800,Ontario Tech University,Canada,"8,969",28.6,8%,44:56:00,34.0–39.2,19.5,24.3,53.0,40.6,60.9,43.9456,-78.8968
601–800,The Open University,United Kingdom,"68,390",31.6,8%,65:35:00,34.0–39.2,19.2,16.9,60.5,37.1,57.3,52.0249,-0.7082
601–800,Oxford Brookes University,United Kingdom,"13,575",14.2,25%,59:41:00,34.0–39.2,24.6,22.7,52.8,37.2,83.6,51.755,-1.2242
601–800,University of Parma,Italy,"28,210",32.1,6%,58:42:00,34.0–39.2,18.3,22.1,65.1,41.9,37.1,44.8008,10.3259
601–800,Universidad Peruana Cayetano Heredia,Peru,"6,028",6.7,0%,67:33:00,34.0–39.2,20.7,12.0,80.9,41.9,47.2,-12.024,-77.0565
601–800,University of Perugia,Italy,"24,943",25.1,6%,58:42:00,34.0–39.2,21.6,19.3,73.5,41.9,46.0,43.1164,12.3869
601–800,Polytechnic University of Bari,Italy,"9,998",43.1,1%,30 : 70,34.0–39.2,18.5,23.1,73.3,57.9,35.0,41.109,16.879
601–800,Polytechnic University of Turin,Italy,"29,428",30.4,14%,30 : 70,34.0–39.2,23.9,26.7,58.4,55.7,48.7,45.0633,7.6601
601–800,Prince Sattam Bin Abdulaziz University,Saudi Arabia,"27,117",12.2,2%,58:42:00,34.0–39.2,17.7,9.9,80.4,37.8,73.6,24.1532,47.2718
601–800,Universiti Putra Malaysia,Malaysia,"18,365",11.1,26%,59:41:00,34.0–39.2,38.5,28.2,28.8,74.3,79.4,2.9995,101.7056
601–800,Qingdao University,China,"42,667",15.2,2%,64:36:00,34.0–39.2,16.4,14.7,75.9,40.9,22.1,36.0688,120.4282
601–800,Université du Québec,Canada,"50,418",17.9,12%,57:43:00,34.0–39.2,26.9,29.1,35.6,43.8,72.0,46.8133,-71.2224
601–800,University of Regina,Canada,"14,172",24.7,27%,59:41:00,34.0–39.2,17.6,18.0,64.4,39.0,68.3,50.4155,-104.5878
601–800,Rensselaer Polytechnic Institute,United States,"7,475",14.7,21%,32 : 68,34.0–39.2,28.9,26.1,51.0,59.1,72.6,,
601–800,Riga Stradiņš University,Latvia,"8,512",19.5,28%,74:26:00,34.0–39.2,16.2,11.2,75.5,38.2,73.1,56.9543,24.0551
601–800,Riphah International University,Pakistan,"23,590",21.5,0%,50:50:00,34.0–39.2,13.6,9.0,82.8,37.0,44.5,33.6169,72.972
601–800,Rovira i Virgili University,Spain,"12,975",12.6,13%,60:40:00,34.0–39.2,21.9,22.3,61.5,40.5,55.2,41.1197,1.2602
601–800,Universiti Sains Malaysia,Malaysia,"23,492",11.6,17%,64:36:00,34.0–39.2,36.1,25.3,43.2,44.8,60.6,5.3559,100.3025
601–800,San Diego State University,United States,"31,340",27.5,7%,56:44:00,34.0–39.2,24.5,11.1,69.4,37.6,33.5,32.7774,-117.0714
601–800,University of Sannio,Italy,"2,944",15.4,2%,51:49:00,34.0–39.2,18.0,18.5,70.8,55.5,28.6,41.1323,14.7801
601–800,University of Santiago de Compostela,Spain,"24,713",14.5,9%,62:38:00,34.0–39.2,24.2,19.8,55.7,40.7,45.6,42.8794,-8.5454
601–800,Savitribai Phule Pune University,India,"5,163",12.1,6%,43:57:00,34.0–39.2,40.6,23.5,46.0,38.7,22.0,18.553,73.8265
601–800,University of Campania Luigi Vanvitelli,Italy,"33,663",35.1,2%,37 : 63,34.0–39.2,23.3,8.6,78.0,37.8,28.9,41.0665,14.3306
601–800,Shanghai University,China,"37,499",13.1,7%,50:50:00,34.0–39.2,24.7,33.1,41.4,75.3,35.3,31.3148,121.3827
601–800,"Soochow University, China",,"47,989",15.5,5%,54:46:00,34.0–39.2,23.0,21.4,64.5,59.9,25.9,31.3033,120.6519
601–800,Southern Cross University,Australia,"10,866",36.1,28%,64:36:00,34.0–39.2,18.7,24.9,55.9,47.4,80.7,-28.8194,153.2995
601–800,University of Strasbourg,France,"51,028",19.8,21%,59:41:00,34.0–39.2,24.7,23.1,59.6,44.2,73.3,48.5791,7.7665
601–800,Sultan Qaboos University,Oman,"7,436",8.6,4%,50:50:00,34.0–39.2,23.1,18.4,56.9,40.6,74.9,23.5896,58.1735
601–800,University of the Sunshine Coast,Australia,"11,118",29.6,16%,69:31:00,34.0–39.2,19.5,26.5,48.0,42.9,70.5,-26.717,153.0658
601–800,Yokohama City University,Japan,"5,073",6.0,2%,56:44:00,34.0–39.2,26.4,10.2,82.8,47.6,25.2,35.3334,139.618
601–800,Zhengzhou University,China,"70,824",17.5,3%,49:51:00,34.0–39.2,17.8,15.4,71.8,38.3,22.2,34.8081,113.5358
801–1000,University of the Aegean,Greece,"22,148",68.4,1%,55:45:00,29.8–33.9,17.3,19.3,53.7,62.8,34.7,39.0851,26.569
801–1000,"University of Agriculture, Faisalabad",Pakistan,"27,826",42.4,0%,45:55:00,29.8–33.9,24.0,17.4,55.3,46.7,45.0,31.4533,73.0585
801–1000,The University of Aizu,Japan,"1,217",12.1,9%,0.520138889,29.8–33.9,21.9,13.0,50.8,40.0,74.6,37.5238,139.9374
801–1000,The University of Alabama,United States,"35,457",20.9,4%,56:44:00,29.8–33.9,27.2,19.1,54.2,37.5,31.0,33.2114,-87.5401
801–1000,Al-Azhar University,Egypt,"425,977",38.4,6%,38 : 62,29.8–33.9,14.9,9.6,63.3,37.0,48.7,,
801–1000,Al-Balqa Applied University,Jordan,"28,178",27.7,2%,59:41:00,29.8–33.9,12.9,11.7,69.8,41.2,41.3,32.025,35.7168
801–1000,University of Alcalá,Spain,"15,941",10.2,24%,60:40:00,29.8–33.9,21.3,14.0,50.8,39.4,60.4,40.4825,-3.3629
801–1000,Alexandria University,Egypt,"202,206",28.2,4%,52:48:00,29.8–33.9,18.6,13.7,56.2,40.7,46.1,31.2001,29.9187
801–1000,Aligarh Muslim University,India,"20,428",12.1,2%,40 : 60,29.8–33.9,35.7,12.9,51.1,40.0,27.7,27.9135,78.0782
801–1000,American University in Cairo,Egypt,"5,921",13.7,5%,56:44:00,29.8–33.9,24.4,26.6,32.5,40.4,64.4,30.0202,31.4991
801–1000,Anna University,India,"15,149",15.9,1%,43:57:00,29.8–33.9,21.3,26.6,53.5,45.2,16.5,13.011,80.2354
801–1000,University of Applied Sciences and Arts of Western Switzerland,Switzerland,"17,491",6.5,30%,53:47:00,29.8–33.9,21.0,11.4,41.2,40.4,90.5,47.3625,7.3522
